,index,aqi,aqiInfo,aqiLevel,bWendu,fengli,fengxiang,tianqi,yWendu,ymd,month
694,25,245.0,重度污染,5.0,10℃,1级,东南风,多云,0℃,2018-11-26,201811
695,26,198.0,中度污染,4.0,9℃,2级,西北风,晴~多云,-3℃,2018-11-27,201811
696,27,115.0,轻度污染,3.0,8℃,1级,东北风,晴,-3℃,2018-11-28,201811
697,28,107.0,轻度污染,3.0,7℃,1级,东南风,晴,-4℃,2018-11-29,201811
698,29,123.0,轻度污染,3.0,8℃,1级,东南风,晴,-3℃,2018-11-30,201811
699,0,163.0,中度污染,4.0,7℃,1级,东南风,多云,0℃,2018-12-01,201812
700,1,234.0,重度污染,5.0,9℃,1级,东北风,雾~多云,2℃,2018-12-02,201812
701,2,198.0,中度污染,4.0,8℃,3级,东北风,多云~晴,-3℃,2018-12-03,201812
702,3,61.0,良,2.0,4℃,2级,西北风,晴~多云,-6℃,2018-12-04,201812
703,4,73.0,良,2.0,1℃,1级,东南风,阴~多云,-4℃,2018-12-05,201812
704,5,40.0,优,1.0,-2℃,3级,西北风,晴,-9℃,2018-12-06,201812
705,6,33.0,优,1.0,-4℃,3级,西北风,晴,-10℃,2018-12-07,201812
706,7,37.0,优,1.0,-2℃,2级,西北风,晴~多云,-10℃,2018-12-08,201812
707,8,62.0,良,2.0,-1℃,1级,东南风,多云~晴,-10℃,2018-12-09,201812
708,9,79.0,良,2.0,1℃,1级,东北风,多云,-6℃,2018-12-10,201812
709,10,56.0,良,2.0,-1℃,3级,西北风,晴,-10℃,2018-12-11,201812
710,11,50.0,优,1.0,1℃,1级,西南风,晴,-8℃,2018-12-12,201812
711,12,42.0,优,1.0,3℃,2级,西北风,晴,-7℃,2018-12-13,201812
712,13,68.0,良,2.0,4℃,1级,东南风,晴,-6℃,2018-12-14,201812
713,14,117.0,轻度污染,3.0,2℃,1级,东南风,霾,-6℃,2018-12-15,201812
714,15,108.0,轻度污染,3.0,7℃,2级,西北风,晴,-4℃,2018-12-16,201812
715,16,47.0,优,1.0,7℃,2级,西北风,晴,-5℃,2018-12-17,201812
716,17,53.0,良,2.0,9℃,2级,西北风,晴,-4℃,2018-12-18,201812
717,18,59.0,良,2.0,9℃,1级,西北风,晴~多云,-5℃,2018-12-19,201812
718,19,78.0,良,2.0,6℃,1级,东南风,霾,-4℃,2018-12-20,201812
719,20,98.0,良,2.0,10℃,1级,西北风,晴~多云,-2℃,2018-12-21,201812
720,21,106.0,轻度污染,3.0,8℃,2级,西北风,多云,-6℃,2018-12-22,201812
721,22,106.0,轻度污染,3.0,1℃,3级,西北风,晴,-9℃,2018-12-23,201812
722,23,106.0,轻度污染,3.0,2℃,1级,西南风,晴,-8℃,2018-12-24,201812
723,24,94.0,良,2.0,2℃,2级,东北风,晴,-9℃,2018-12-25,201812
724,25,26.0,优,1.0,-2℃,2级,东北风,晴~多云,-11℃,2018-12-26,201812
725,26,48.0,优,1.0,-5℃,3级,西北风,多云~晴,-12℃,2018-12-27,201812
726,27,40.0,优,1.0,-3℃,3级,西北风,晴,-11℃,2018-12-28,201812
727,28,29.0,优,1.0,-3℃,2级,西北风,晴,-12℃,2018-12-29,201812
728,29,31.0,优,1.0,-2℃,1级,东北风,晴~多云,-11℃,2018-12-30,201812
729,30,56.0,良,2.0,-2℃,1级,东北风,多云,-10℃,2018-12-31,201812
730,0,56.0,良,2.0,1℃,1级,西北风,晴~多云,-10℃,2019-01-01,201901
731,1,60.0,良,2.0,1℃,1级,东北风,多云,-9℃,2019-01-02,201901
732,2,165.0,中度污染,4.0,2℃,1级,东北风,霾,-7℃,2019-01-03,201901
733,3,50.0,优,1.0,2℃,2级,西北风,晴,-7℃,2019-01-04,201901
734,4,29.0,优,1.0,0℃,2级,东北风,多云,-8℃,2019-01-05,201901
735,5,84.0,良,2.0,3℃,1级,东南风,多云,-7℃,2019-01-06,201901
736,6,61.0,良,2.0,2℃,2级,西北风,多云,-7℃,2019-01-07,201901
737,7,28.0,优,1.0,1℃,2级,西北风,晴,-10℃,2019-01-08,201901
738,8,60.0,良,2.0,3℃,1级,西南风,晴,-9℃,2019-01-09,201901
739,9,105.0,轻度污染,3.0,4℃,1级,西南风,晴~多云,-7℃,2019-01-10,201901
740,10,133.0,轻度污染,3.0,5℃,1级,东北风,霾,-7℃,2019-01-11,201901
741,11,229.0,重度污染,5.0,6℃,1级,西南风,霾,-5℃,2019-01-12,201901
742,12,165.0,中度污染,4.0,6℃,1级,东北风,晴,-7℃,2019-01-13,201901
743,13,157.0,中度污染,4.0,6℃,2级,西北风,霾~晴,-8℃,2019-01-14,201901
744,14,53.0,良,2.0,-2℃,3级,西北风,晴,-10℃,2019-01-15,201901
745,15,60.0,良,2.0,2℃,1级,西南风,晴,-8℃,2019-01-16,201901
746,16,66.0,良,2.0,5℃,1级,西北风,晴,-9℃,2019-01-17,201901
747,17,92.0,良,2.0,6℃,1级,东北风,霾~多云,-6℃,2019-01-18,201901
748,18,35.0,优,1.0,3℃,2级,东北风,多云,-6℃,2019-01-19,201901
749,19,30.0,优,1.0,5℃,2级,西北风,晴,-7℃,2019-01-20,201901
750,20,52.0,良,2.0,8℃,2级,西北风,晴,-4℃,2019-01-21,201901
751,21,60.0,良,2.0,10℃,2级,西北风,晴,-3℃,2019-01-22,201901
752,22,48.0,优,1.0,8℃,2级,东北风,晴,-6℃,2019-01-23,201901
753,23,78.0,良,2.0,5℃,1级,东北风,多云,-5℃,2019-01-24,201901
754,24,35.0,优,1.0,5℃,2级,东北风,晴,-6℃,2019-01-25,201901
755,25,35.0,优,1.0,5℃,1级,东南风,晴~多云,-5℃,2019-01-26,201901
756,26,95.0,良,2.0,7℃,2级,西北风,多云~晴,-4℃,2019-01-27,201901
757,27,48.0,优,1.0,6℃,1级,西北风,晴~多云,-4℃,2019-01-28,201901
758,28,138.0,轻度污染,3.0,7℃,1级,东南风,多云,-4℃,2019-01-29,201901
759,29,76.0,良,2.0,5℃,3级,东北风,多云,-7℃,2019-01-30,201901
760,30,25.0,优,1.0,2℃,2级,西北风,多云,-8℃,2019-01-31,201901
761,0,69.0,良,2.0,6℃,1级,西南风,晴~多云,-5℃,2019-02-01,201902
762,1,137.0,轻度污染,3.0,3℃,1级,东北风,多云,-4℃,2019-02-02,201902
763,2,118.0,轻度污染,3.0,8℃,2级,西北风,多云~晴,-7℃,2019-02-03,201902
764,3,76.0,良,2.0,4℃,1级,东北风,多云~晴,-6℃,2019-02-04,201902
765,4,155.0,中度污染,4.0,5℃,2级,东南风,晴~霾,-5℃,2019-02-05,201902
766,5,88.0,良,2.0,2℃,2级,东南风,霾,-7℃,2019-02-06,201902
767,6,31.0,优,1.0,-2℃,3级,东北风,多云,-7℃,2019-02-07,201902
768,7,42.0,优,1.0,-1℃,2级,西南风,多云,-7℃,2019-02-08,201902
769,8,24.0,优,1.0,0℃,2级,东北风,多云,-8℃,2019-02-09,201902
770,9,38.0,优,1.0,0℃,1级,东南风,多云,-8℃,2019-02-10,201902
771,10,56.0,良,2.0,3℃,2级,东北风,多云,-6℃,2019-02-11,201902
772,11,47.0,优,1.0,-3℃,2级,东北风,小雪~多云,-8℃,2019-02-12,201902
773,12,38.0,优,1.0,1℃,2级,东北风,多云,-6℃,2019-02-13,201902
774,13,71.0,良,2.0,-3℃,2级,东南风,小雪~多云,-6℃,2019-02-14,201902
775,14,30.0,优,1.0,2℃,3级,西北风,晴,-7℃,2019-02-15,201902
776,15,23.0,优,1.0,3℃,2级,西北风,晴,-6℃,2019-02-16,201902
777,16,25.0,优,1.0,6℃,2级,西北风,晴~多云,-5℃,2019-02-17,201902
778,17,42.0,优,1.0,4℃,1级,东南风,阴,-3℃,2019-02-18,201902
779,18,117.0,轻度污染,3.0,7℃,2级,西北风,多云~晴,-4℃,2019-02-19,201902
780,19,50.0,优,1.0,9℃,1级,西北风,晴,-4℃,2019-02-20,201902
781,20,119.0,轻度污染,3.0,11℃,1级,东南风,晴~多云,-2℃,2019-02-21,201902
782,21,131.0,轻度污染,3.0,11℃,1级,东北风,霾,-2℃,2019-02-22,201902
783,22,163.0,中度污染,4.0,12℃,1级,西南风,霾,-2℃,2019-02-23,201902
784,23,112.0,轻度污染,3.0,13℃,2级,东北风,晴~多云,-1℃,2019-02-24,201902
785,24,73.0,良,2.0,10℃,1级,东南风,多云,-2℃,2019-02-25,201902
786,25,71.0,良,2.0,10℃,2级,东南风,多云,-2℃,2019-02-26,201902
787,26,117.0,轻度污染,3.0,12℃,1级,东南风,晴,-2℃,2019-02-27,201902
788,27,101.0,轻度污染,3.0,14℃,1级,西北风,晴,-1℃,2019-02-28,201902
789,0,152.0,中度污染,4.0,15℃,1级,东北风,晴~多云,1℃,2019-03-01,201903
790,1,232.0,重度污染,5.0,15℃,2级,西南风,霾,3℃,2019-03-02,201903
791,2,207.0,重度污染,5.0,15℃,1级,西南风,霾,2℃,2019-03-03,201903
792,3,138.0,轻度污染,3.0,16℃,1级,东北风,多云,2℃,2019-03-04,201903
793,4,129.0,轻度污染,3.0,17℃,3级,西北风,多云~晴,4℃,2019-03-05,201903
794,5,27.0,优,1.0,11℃,3级,西北风,晴,-2℃,2019-03-06,201903
795,6,36.0,优,1.0,13℃,2级,西南风,晴,-1℃,2019-03-07,201903
796,7,82.0,良,2.0,13℃,2级,西南风,多云,3℃,2019-03-08,201903
797,8,109.0,轻度污染,3.0,12℃,2级,东北风,阴~多云,2℃,2019-03-09,201903
798,9,141.0,轻度污染,3.0,13℃,2级,东北风,小雨~多云,2℃,2019-03-10,201903
799,10,54.0,良,2.0,16℃,3级,西北风,晴,1℃,2019-03-11,201903
800,11,29.0,优,1.0,12℃,3级,西北风,晴,1℃,2019-03-12,201903
801,12,31.0,优,1.0,16℃,2级,西北风,多云,2℃,2019-03-13,201903
802,13,34.0,优,1.0,15℃,3级,西北风,多云,4℃,2019-03-14,201903
803,14,45.0,优,1.0,13℃,3级,西北风,多云,0℃,2019-03-15,201903
804,15,55.0,良,2.0,19℃,2级,西北风,晴,2℃,2019-03-16,201903
805,16,74.0,良,2.0,20℃,2级,西南风,晴,4℃,2019-03-17,201903
806,17,126.0,轻度污染,3.0,21℃,1级,东南风,多云~晴,6℃,2019-03-18,201903
807,18,172.0,中度污染,4.0,25℃,2级,西南风,多云,11℃,2019-03-19,201903
808,19,96.0,良,2.0,17℃,2级,西南风,小雨,6℃,2019-03-20,201903
809,20,31.0,优,1.0,13℃,4级,西北风,晴,0℃,2019-03-21,201903
810,21,32.0,优,1.0,15℃,3级,西北风,晴,3℃,2019-03-22,201903
811,22,34.0,优,1.0,12℃,3级,西北风,晴,2℃,2019-03-23,201903
812,23,69.0,良,2.0,19℃,2级,西南风,晴,4℃,2019-03-24,201903
813,24,55.0,良,2.0,22℃,2级,西北风,晴,5℃,2019-03-25,201903
814,25,81.0,良,2.0,19℃,2级,东北风,晴,4℃,2019-03-26,201903
815,26,104.0,轻度污染,3.0,21℃,2级,东北风,多云,4℃,2019-03-27,201903
816,27,61.0,良,2.0,11℃,3级,东南风,多云,2℃,2019-03-28,201903
817,28,76.0,良,2.0,13℃,3级,西北风,多云~晴,4℃,2019-03-29,201903
818,29,27.0,优,1.0,13℃,4级,西北风,晴,1℃,2019-03-30,201903
819,30,32.0,优,1.0,16℃,2级,西北风,多云~晴,2℃,2019-03-31,201903
820,0,37.0,优,1.0,16℃,2级,东南风,晴,4℃,2019-04-01,201904
821,1,56.0,良,2.0,19℃,2级,东南风,晴,3℃,2019-04-02,201904
822,2,78.0,良,2.0,21℃,2级,西南风,晴,6℃,2019-04-03,201904
823,3,105.0,轻度污染,3.0,28℃,3级,西北风,多云,9℃,2019-04-04,201904
824,4,203.0,重度污染,5.0,21℃,3级,东南风,晴~多云,8℃,2019-04-05,201904
825,5,135.0,轻度污染,3.0,20℃,2级,东北风,多云,6℃,2019-04-06,201904
826,6,78.0,良,2.0,19℃,2级,东南风,多云,7℃,2019-04-07,201904
827,7,64.0,良,2.0,17℃,2级,东南风,多云~小雨,4℃,2019-04-08,201904
828,8,39.0,优,1.0,9℃,2级,东北风,小雨~多云,2℃,2019-04-09,201904
829,9,41.0,优,1.0,18℃,2级,西北风,多云,9℃,2019-04-10,201904
830,10,66.0,良,2.0,19℃,2级,西南风,多云,6℃,2019-04-11,201904
831,11,82.0,良,2.0,22℃,3级,西南风,多云,9℃,2019-04-12,201904
832,12,120.0,轻度污染,3.0,23℃,2级,东北风,多云,7℃,2019-04-13,201904
833,13,54.0,良,2.0,23℃,3级,西南风,晴,8℃,2019-04-14,201904
834,14,76.0,良,2.0,26℃,2级,西南风,多云,11℃,2019-04-15,201904
835,15,98.0,良,2.0,26℃,2级,东南风,晴,12℃,2019-04-16,201904
836,16,138.0,轻度污染,3.0,28℃,3级,西南风,霾~多云,16℃,2019-04-17,201904
837,17,121.0,轻度污染,3.0,24℃,3级,东北风,多云,10℃,2019-04-18,201904
838,18,62.0,良,2.0,17℃,2级,东南风,多云~小雨,10℃,2019-04-19,201904
839,19,55.0,良,2.0,15℃,1级,东南风,小雨~多云,8℃,2019-04-20,201904
840,20,112.0,轻度污染,3.0,22℃,2级,东南风,晴,8℃,2019-04-21,201904
841,21,129.0,轻度污染,3.0,26℃,2级,西南风,晴~多云,15℃,2019-04-22,201904
842,22,128.0,轻度污染,3.0,28℃,2级,东南风,多云,15℃,2019-04-23,201904
843,23,63.0,良,2.0,19℃,3级,东北风,小雨,9℃,2019-04-24,201904
844,24,29.0,优,1.0,18℃,2级,东北风,多云,8℃,2019-04-25,201904
845,25,35.0,优,1.0,21℃,2级,西南风,晴~多云,10℃,2019-04-26,201904
846,26,57.0,良,2.0,16℃,3级,西南风,小雨~多云,6℃,2019-04-27,201904
847,27,58.0,良,2.0,19℃,2级,西南风,多云,9℃,2019-04-28,201904
848,28,113.0,轻度污染,3.0,23℃,2级,西南风,多云,13℃,2019-04-29,201904
849,29,94.0,良,2.0,24℃,3级,西北风,多云,13℃,2019-04-30,201904
850,0,39.0,优,1.0,27℃,2级,西北风,晴,10℃,2019-05-01,201905
851,1,54.0,良,2.0,29℃,2级,西南风,晴~多云,14℃,2019-05-02,201905
852,2,79.0,良,2.0,28℃,2级,西南风,多云,16℃,2019-05-03,201905
853,3,80.0,良,2.0,26℃,2级,西南风,阴~小雨,15℃,2019-05-04,201905
854,4,50.0,优,1.0,23℃,4级,东北风,多云~晴,10℃,2019-05-05,201905
855,5,39.0,优,1.0,25℃,2级,西北风,晴,10℃,2019-05-06,201905
856,6,50.0,优,1.0,28℃,2级,西南风,晴~多云,14℃,2019-05-07,201905
857,7,70.0,良,2.0,25℃,2级,西南风,多云~晴,13℃,2019-05-08,201905
858,8,64.0,良,2.0,30℃,2级,西北风,晴,14℃,2019-05-09,201905
859,9,87.0,良,2.0,30℃,2级,东南风,多云,14℃,2019-05-10,201905
860,10,104.0,轻度污染,3.0,29℃,2级,东南风,多云,14℃,2019-05-11,201905
861,11,161.0,中度污染,4.0,26℃,2级,西北风,雷阵雨~晴,12℃,2019-05-12,201905
862,12,58.0,良,2.0,26℃,3级,西南风,晴,12℃,2019-05-13,201905
863,13,85.0,良,2.0,30℃,2级,东南风,多云,16℃,2019-05-14,201905
864,14,133.0,轻度污染,3.0,28℃,2级,西南风,雷阵雨~多云,16℃,2019-05-15,201905
865,15,105.0,轻度污染,3.0,32℃,2级,东南风,晴,17℃,2019-05-16,201905
866,16,118.0,轻度污染,3.0,33℃,2级,东南风,多云~阴,20℃,2019-05-17,201905
867,17,56.0,良,2.0,29℃,2级,东南风,阴~小雨,18℃,2019-05-18,201905
868,18,62.0,良,2.0,28℃,4级,西北风,多云~晴,13℃,2019-05-19,201905
869,19,45.0,优,1.0,26℃,4级,西北风,晴,13℃,2019-05-20,201905
870,20,40.0,优,1.0,31℃,2级,西北风,晴,14℃,2019-05-21,201905
871,21,54.0,良,2.0,35℃,2级,西北风,晴,18℃,2019-05-22,201905
872,22,85.0,良,2.0,37℃,2级,东南风,晴,21℃,2019-05-23,201905
873,23,88.0,良,2.0,35℃,3级,西南风,多云,21℃,2019-05-24,201905
874,24,99.0,良,2.0,35℃,2级,东南风,多云~雷阵雨,20℃,2019-05-25,201905
875,25,59.0,良,2.0,24℃,3级,东北风,中雨~多云,17℃,2019-05-26,201905
876,26,30.0,优,1.0,29℃,3级,西北风,晴,15℃,2019-05-27,201905
877,27,39.0,优,1.0,32℃,2级,西北风,晴,17℃,2019-05-28,201905
878,28,63.0,良,2.0,33℃,2级,东南风,晴~多云,22℃,2019-05-29,201905
879,29,52.0,良,2.0,30℃,3级,西北风,多云~晴,15℃,2019-05-30,201905
880,30,34.0,优,1.0,30℃,2级,西北风,晴~多云,19℃,2019-05-31,201905
881,0,66.0,良,2.0,30℃,2级,东南风,雷阵雨~多云,18℃,2019-06-01,201906
882,1,75.0,良,2.0,32℃,2级,东南风,多云,19℃,2019-06-02,201906
883,2,62.0,良,2.0,34℃,2级,北风,多云,20℃,2019-06-03,201906
884,3,82.0,良,2.0,28℃,2级,东南风,雷阵雨~小雨,19℃,2019-06-04,201906
885,4,69.0,良,2.0,31℃,2级,东南风,多云~小雨,19℃,2019-06-05,201906
886,5,70.0,良,2.0,26℃,2级,东南风,小雨~多云,18℃,2019-06-06,201906
887,6,82.0,良,2.0,31℃,2级,西南风,多云~雷阵雨,21℃,2019-06-07,201906
888,7,65.0,良,2.0,34℃,2级,西北风,多云~晴,20℃,2019-06-08,201906
889,8,28.0,优,1.0,31℃,3级,东北风,多云~晴,18℃,2019-06-09,201906
890,9,61.0,良,2.0,33℃,2级,东北风,晴,18℃,2019-06-10,201906
891,10,75.0,良,2.0,32℃,2级,东南风,晴~多云,20℃,2019-06-11,201906
892,11,69.0,良,2.0,33℃,2级,东南风,多云~雷阵雨,22℃,2019-06-12,201906
893,12,58.0,良,2.0,29℃,2级,东北风,雷阵雨~晴,20℃,2019-06-13,201906
894,13,59.0,良,2.0,35℃,2级,东北风,晴,20℃,2019-06-14,201906
895,14,56.0,良,2.0,32℃,2级,东南风,多云~雷阵雨,19℃,2019-06-15,201906
896,15,38.0,优,1.0,25℃,2级,东南风,雷阵雨~多云,18℃,2019-06-16,201906
897,16,72.0,良,2.0,29℃,2级,西南风,多云,20℃,2019-06-17,201906
898,17,104.0,轻度污染,3.0,33℃,2级,西南风,雷阵雨,22℃,2019-06-18,201906
899,18,105.0,轻度污染,3.0,33℃,2级,东南风,多云,22℃,2019-06-19,201906
900,19,103.0,轻度污染,3.0,36℃,2级,东南风,多云~晴,23℃,2019-06-20,201906
901,20,85.0,良,2.0,32℃,2级,东南风,多云,21℃,2019-06-21,201906
902,21,59.0,良,2.0,34℃,2级,西南风,晴,22℃,2019-06-22,201906
903,22,93.0,良,2.0,35℃,2级,东南风,晴~多云,23℃,2019-06-23,201906
904,23,86.0,良,2.0,36℃,2级,东南风,多云,24℃,2019-06-24,201906
905,24,98.0,良,2.0,36℃,2级,东南风,多云,24℃,2019-06-25,201906
906,25,90.0,良,2.0,35℃,2级,东南风,多云,22℃,2019-06-26,201906
907,26,87.0,良,2.0,33℃,2级,西北风,多云~雷阵雨,23℃,2019-06-27,201906
908,27,56.0,良,2.0,32℃,3级,西南风,多云,22℃,2019-06-28,201906
909,28,40.0,优,1.0,35℃,3级,西北风,多云,23℃,2019-06-29,201906
910,29,27.0,优,1.0,32℃,3级,西北风,晴,21℃,2019-06-30,201906
