,index,aqi,aqiInfo,aqiLevel,bWendu,fengli,fengxiang,tianqi,yWendu,ymd,month
297,24,53.0,良,2.0,24℃,1-2级,东北风,多云,16℃,2017-10-25,201710
298,25,53.0,良,2.0,25℃,1-2级,东北风,晴,15℃,2017-10-26,201710
299,26,59.0,良,2.0,25℃,1-2级,东北风,晴,15℃,2017-10-27,201710
300,27,66.0,良,2.0,26℃,1-2级,东北风,多云,16℃,2017-10-28,201710
301,28,58.0,良,2.0,26℃,1-2级,东北风,多云,14℃,2017-10-29,201710
302,29,57.0,良,2.0,22℃,1-2级,东北风,多云,13℃,2017-10-30,201710
303,30,50.0,优,1.0,22℃,1-2级,东北风,多云,14℃,2017-10-31,201710
304,0,55.0,良,2.0,24℃,1-2级,东北风,多云~阴,16℃,2017-11-01,201711
305,1,62.0,良,2.0,25℃,1-2级,东北风,多云,15℃,2017-11-02,201711
306,2,68.0,良,2.0,27℃,1-2级,东北风,多云,14℃,2017-11-03,201711
307,3,71.0,良,2.0,20℃,3-4级,东北风,多云,13℃,2017-11-04,201711
308,4,49.0,优,1.0,21℃,1-2级,东北风,多云,13℃,2017-11-05,201711
309,5,73.0,良,2.0,23℃,1-2级,东北风,阴,18℃,2017-11-06,201711
310,6,79.0,良,2.0,21℃,1-2级,东北风,中雨~小雨,18℃,2017-11-07,201711
311,7,60.0,良,2.0,22℃,1-2级,东北风,多云,14℃,2017-11-08,201711
312,8,78.0,良,2.0,24℃,1-2级,东北风,多云,15℃,2017-11-09,201711
313,9,61.0,良,2.0,24℃,1-2级,东北风,多云~小雨,18℃,2017-11-10,201711
314,10,73.0,良,2.0,20℃,1-2级,东南风,小雨~阴,14℃,2017-11-11,201711
315,11,54.0,良,2.0,19℃,1-2级,东风,小雨~阴,14℃,2017-11-12,201711
316,12,58.0,良,2.0,25℃,1-2级,东北风,多云~小雨,15℃,2017-11-13,201711
317,13,61.0,良,2.0,20℃,1-2级,东北风,小雨,16℃,2017-11-14,201711
318,14,51.0,良,2.0,19℃,1-2级,东南风,小雨,16℃,2017-11-15,201711
319,15,48.0,优,1.0,20℃,1-2级,东风,小雨,17℃,2017-11-16,201711
320,16,82.0,良,2.0,22℃,1-2级,西北风,中雨,12℃,2017-11-17,201711
321,17,35.0,优,1.0,20℃,1-2级,东南风,小雨~多云,9℃,2017-11-18,201711
322,18,36.0,优,1.0,16℃,1-2级,东北风,多云~小雨,11℃,2017-11-19,201711
323,19,29.0,优,1.0,14℃,1-2级,东北风,小雨,11℃,2017-11-20,201711
324,20,27.0,优,1.0,15℃,1-2级,东北风,小雨,12℃,2017-11-21,201711
325,21,23.0,优,1.0,15℃,1-2级,东北风,阴~多云,11℃,2017-11-22,201711
326,22,81.0,良,2.0,15℃,1-2级,东北风,多云,9℃,2017-11-23,201711
327,23,79.0,良,2.0,15℃,1-2级,东北风,多云,9℃,2017-11-24,201711
328,24,67.0,良,2.0,13℃,1-2级,西北风,小雨~中雨,11℃,2017-11-25,201711
329,25,42.0,优,1.0,16℃,1-2级,西北风,小雨~多云,9℃,2017-11-26,201711
330,26,67.0,良,2.0,19℃,1-2级,东风,多云,13℃,2017-11-27,201711
331,27,97.0,良,2.0,24℃,1-2级,东南风,多云~小雨,16℃,2017-11-28,201711
332,28,93.0,良,2.0,14℃,3-4级,东北风,中雨~小到中雨,10℃,2017-11-29,201711
333,29,29.0,优,1.0,16℃,1-2级,西北风,小雨~阴,11℃,2017-11-30,201711
334,0,36.0,优,1.0,15℃,1-2级,东南风,阴~多云,10℃,2017-12-01,201712
335,1,62.0,良,2.0,24℃,1-2级,东北风,多云~小雨,14℃,2017-12-02,201712
336,2,72.0,良,2.0,18℃,1-2级,东南风,多云,11℃,2017-12-03,201712
337,3,69.0,良,2.0,19℃,1-2级,东南风,多云,8℃,2017-12-04,201712
338,4,107.0,轻度污染,3.0,15℃,1-2级,西北风,多云,6℃,2017-12-05,201712
339,5,84.0,良,2.0,14℃,1-2级,东北风,晴,6℃,2017-12-06,201712
340,6,98.0,良,2.0,17℃,1-2级,西北风,晴~多云,8℃,2017-12-07,201712
341,7,94.0,良,2.0,15℃,1-2级,西北风,晴,4℃,2017-12-08,201712
342,8,79.0,良,2.0,14℃,1-2级,西北风,多云,6℃,2017-12-09,201712
343,9,75.0,良,2.0,17℃,1-2级,西北风,多云,5℃,2017-12-10,201712
344,10,87.0,良,2.0,15℃,1-2级,西北风,晴~多云,7℃,2017-12-11,201712
345,11,94.0,良,2.0,15℃,1-2级,东南风,多云,10℃,2017-12-12,201712
346,12,56.0,良,2.0,13℃,1-2级,东南风,阴~小雨,9℃,2017-12-13,201712
347,13,56.0,良,2.0,12℃,1-2级,东北风,小雨~阴,10℃,2017-12-14,201712
348,14,46.0,优,1.0,14℃,1-2级,东北风,小雨,10℃,2017-12-15,201712
349,15,33.0,优,1.0,11℃,3-4级,西北风,小雨~多云,4℃,2017-12-16,201712
350,16,90.0,良,2.0,10℃,1-2级,西北风,晴,1℃,2017-12-17,201712
351,17,76.0,良,2.0,12℃,1-2级,西北风,晴,3℃,2017-12-18,201712
352,18,71.0,良,2.0,15℃,1-2级,西北风,晴,3℃,2017-12-19,201712
353,19,90.0,良,2.0,15℃,1-2级,西北风,晴,3℃,2017-12-20,201712
354,20,88.0,良,2.0,15℃,1-2级,西北风,晴,4℃,2017-12-21,201712
355,21,94.0,良,2.0,16℃,1-2级,东南风,晴,8℃,2017-12-22,201712
356,22,144.0,轻度污染,3.0,18℃,1-2级,西北风,阴~小雨,12℃,2017-12-23,201712
357,23,91.0,良,2.0,18℃,1-2级,西北风,多云~晴,4℃,2017-12-24,201712
358,24,81.0,良,2.0,14℃,1-2级,东南风,晴~多云,4℃,2017-12-25,201712
359,25,104.0,轻度污染,3.0,16℃,1-2级,东南风,晴~多云,6℃,2017-12-26,201712
360,26,104.0,轻度污染,3.0,14℃,1-2级,西北风,多云,10℃,2017-12-27,201712
361,27,103.0,轻度污染,3.0,13℃,1-2级,东南风,小雨,11℃,2017-12-28,201712
362,28,65.0,良,2.0,14℃,1-2级,东南风,阴,11℃,2017-12-29,201712
